locale is "en_US.UTF-8"
locale charset is "UTF-8"
using default charset "UTF-8"
locale is "en_US.UTF-8"
locale charset is "UTF-8"
using default charset "UTF-8"
1> 2> Name	Owner	Object_type
sp_firstonly_bitmap	sys	stored procedure
sp_fkeys	sys	stored procedure
sp_foreign_keys_rowset	sys	stored procedure
sp_foreign_keys_rowset_rmt	sys	stored procedure
sp_foreign_keys_rowset2	sys	stored procedure
sp_foreign_keys_rowset3	sys	stored procedure
sp_foreignkeys	sys	stored procedure
sp_fulltext_catalog	sys	stored procedure
sp_fulltext_column	sys	stored procedure
sp_fulltext_database	sys	stored procedure
sp_fulltext_MasterMergeCheckpointInterval	sys	stored procedure
sp_fulltext_maxrestrictionnodes	sys	stored procedure
sp_fulltext_querytimeout	sys	stored procedure
sp_fulltext_recycle_crawl_log	sys	stored procedure
sp_fulltext_service	sys	stored procedure
sp_fulltext_table	sys	stored procedure
sp_generate_agent_parameter	sys	stored procedure
sp_generatefilters	sys	stored procedure
sp_get_distributor	sys	stored procedure
sp_get_job_status_mergesubscription_agent	sys	stored procedure
sp_get_mergepublishedarticleproperties	sys	stored procedure
sp_get_Oracle_publisher_metadata	sys	stored procedure
sp_getagentparameterlist	sys	stored procedure
sp_getapplock	sys	stored procedure
sp_getdefaultdatatypemapping	sys	stored procedure
sp_getmergedeletetype	sys	stored procedure
sp_getpublisherlink	sys	stored procedure
sp_getqueuedarticlesynctraninfo	sys	stored procedure
sp_getqueuedrows	sys	stored procedure
sp_getsqlqueueversion	sys	stored procedure
sp_getsubscription_status_hsnapshot	sys	stored procedure
sp_getsubscriptiondtspackagename	sys	stored procedure
sp_grant_publication_access	sys	stored procedure
sp_grantdbaccess	sys	stored procedure
sp_grantlogin	sys	stored procedure
sp_help	sys	stored procedure
sp_help_agent_default	sys	stored procedure
sp_help_agent_parameter	sys	stored procedure
sp_help_agent_profile	sys	stored procedure
sp_help_datatype_mapping	sys	stored procedure
sp_help_fulltext_catalog_components	sys	stored procedure
sp_help_fulltext_catalogs	sys	stored procedure
sp_help_fulltext_catalogs_cursor	sys	stored procedure
sp_help_fulltext_columns	sys	stored procedure
sp_help_fulltext_columns_cursor	sys	stored procedure
sp_help_fulltext_system_components	sys	stored procedure
sp_help_fulltext_tables	sys	stored procedure
sp_help_fulltext_tables_cursor	sys	stored procedure
sp_help_log_shipping_alert_job	sys	stored procedure
sp_help_log_shipping_monitor	sys	stored procedure
sp_help_log_shipping_monitor_primary	sys	stored procedure
sp_help_log_shipping_monitor_secondary	sys	stored procedure
sp_help_log_shipping_primary_database	sys	stored procedure
sp_help_log_shipping_primary_secondary	sys	stored procedure
sp_help_log_shipping_secondary_database	sys	stored procedure
sp_help_log_shipping_secondary_primary	sys	stored procedure
sp_help_publication_access	sys	stored procedure
sp_helpallowmerge_publication	sys	stored procedure
sp_helparticle	sys	stored procedure
sp_helparticlecolumns	sys	stored procedure
sp_helparticledts	sys	stored procedure
sp_helpconstraint	sys	stored procedure
sp_helpdatatypemap	sys	stored procedure
sp_helpdb	sys	stored procedure
sp_helpdbfixedrole	sys	stored procedure
sp_helpdevice	sys	stored procedure
sp_helpdistpublisher	sys	stored procedure
sp_helpdistributiondb	sys	stored procedure
sp_helpdistributor	sys	stored procedure
sp_helpdistributor_properties	sys	stored procedure
sp_helpdynamicsnapshot_job	sys	stored procedure
sp_helpextendedproc	sys	stored procedure
sp_helpfile	sys	stored procedure
sp_helpfilegroup	sys	stored procedure
sp_helpgroup	sys	stored procedure
sp_helpindex	sys	stored procedure
sp_helplanguage	sys	stored procedure
sp_helplinkedsrvlogin	sys	stored procedure
sp_helplogins	sys	stored procedure
sp_helplogreader_agent	sys	stored procedure
sp_helpmergealternatepublisher	sys	stored procedure
sp_helpmergearticle	sys	stored procedure
sp_helpmergearticlecolumn	sys	stored procedure
sp_helpmergearticleconflicts	sys	stored procedure
sp_helpmergeconflictrows	sys	stored procedure
sp_helpmergedeleteconflictrows	sys	stored procedure
sp_helpmergefilter	sys	stored procedure
sp_helpmergelogfiles	sys	stored procedure
sp_helpmergelogfileswithdata	sys	stored procedure
sp_helpmergelogsettings	sys	stored procedure
sp_helpmergepartition	sys	stored procedure
sp_helpmergepublication	sys	stored procedure
sp_helpmergepullsubscription	sys	stored procedure
sp_helpmergesubscription	sys	stored procedure
sp_helpntgroup	sys	stored procedure
sp_helppeerrequests	sys	stored procedure
sp_helppeerresponses	sys	stored procedure
sp_helppublication	sys	stored procedure
sp_helppublication_snapshot	sys	stored procedure
sp_helppublicationsync	sys	stored procedure
sp_helppullsubscription	sys	stored procedure
sp_helpqreader_agent	sys	stored procedure
sp_helpremotelogin	sys	stored procedure
sp_helpreplfailovermode	sys	stored procedure
sp_helpreplicationdb	sys	stored procedure
sp_helpreplicationdboption	sys	stored procedure
sp_helpreplicationoption	sys	stored procedure
sp_helprole	sys	stored procedure
sp_helprolemember	sys	stored procedure
sp_helprotect	sys	stored procedure
sp_helpserver	sys	stored procedure
sp_helpsort	sys	stored procedure
sp_helpsrvrole	sys	stored procedure
sp_helpsrvrolemember	sys	stored procedure
sp_helpstats	sys	stored procedure
sp_helpsubscriberinfo	sys	stored procedure
sp_helpsubscription	sys	stored procedure
sp_helpsubscription_properties	sys	stored procedure
sp_helpsubscriptionerrors	sys	stored procedure
sp_helptext	sys	stored procedure
sp_helptracertokenhistory	sys	stored procedure
sp_helptracertokens	sys	stored procedure
sp_helptrigger	sys	stored procedure
sp_helpuser	sys	stored procedure
sp_helpxactsetjob	sys	stored procedure
sp_http_generate_wsdl_defaultcomplexorsimple	sys	stored procedure
sp_http_generate_wsdl_defaultsimpleorcomplex	sys	stored procedure
sp_identitycolumnforreplication	sys	stored procedure
sp_IH_LR_GetCacheData	sys	stored procedure
sp_IHadd_sync_command	sys	stored procedure
sp_IHarticlecolumn	sys	stored procedure
sp_IHget_loopback_detection	sys	stored procedure
sp_IHScriptIdxFile	sys	stored procedure
sp_IHScriptSchFile	sys	stored procedure
sp_IHValidateRowFilter	sys	stored procedure
sp_IHXactSetJob	sys	stored procedure
sp_indexes	sys	stored procedure
sp_indexes_90_rowset	sys	stored procedure
sp_indexes_90_rowset_rmt	sys	stored procedure
sp_indexes_90_rowset2	sys	stored procedure
sp_indexes_rowset	sys	stored procedure
sp_indexes_rowset_rmt	sys	stored procedure
sp_indexes_rowset2	sys	stored procedure
sp_indexoption	sys	stored procedure
sp_invalidate_textptr	sys	stored procedure
sp_ivindexhasnullcols	sys	stored procedure
sp_lightweightmergemetadataretentioncleanup	sys	stored procedure
sp_link_publication	sys	stored procedure
sp_linkedservers	sys	stored procedure
sp_linkedservers_rowset	sys	stored procedure
sp_linkedservers_rowset2	sys	stored procedure
sp_lock	sys	stored procedure
sp_logshippinginstallmetadata	sys	stored procedure
sp_lookupcustomresolver	sys	stored procedure
sp_makewebtask	sys	stored procedure
sp_mapdown_bitmap	sys	stored procedure
sp_markpendingschemachange	sys	stored procedure
sp_marksubscriptionvalidation	sys	stored procedure
sp_mergearticlecolumn	sys	stored procedure
sp_mergecleanupmetadata	sys	stored procedure
sp_mergedummyupdate	sys	stored procedure
sp_mergemetadataretentioncleanup	sys	stored procedure
sp_mergesubscription_cleanup	sys	stored procedure
sp_mergesubscriptionsummary	sys	stored procedure
sp_monitor	sys	stored procedure
sp_MS_replication_installed	sys	stored procedure
sp_MSacquireHeadofQueueLock	sys	stored procedure
sp_MSacquireserverresourcefordynamicsnapshot	sys	stored procedure
sp_MSacquireSlotLock	sys	stored procedure
sp_MSacquiresnapshotdeliverysessionlock	sys	stored procedure
sp_MSactivate_auto_sub	sys	stored procedure
sp_MSactivatelogbasedarticleobject	sys	stored procedure
sp_MSactivateprocedureexecutionarticleobject	sys	stored procedure
sp_MSadd_anonymous_agent	sys	stored procedure
sp_MSadd_article	sys	stored procedure
sp_MSadd_compensating_cmd	sys	stored procedure
sp_MSadd_distribution_agent	sys	stored procedure
sp_MSadd_distribution_history	sys	stored procedure
sp_MSadd_dynamic_snapshot_location	sys	stored procedure
sp_MSadd_filteringcolumn	sys	stored procedure
sp_MSadd_log_shipping_error_detail	sys	stored procedure
sp_MSadd_log_shipping_history_detail	sys	stored procedure
sp_MSadd_logreader_agent	sys	stored procedure
sp_MSadd_logreader_history	sys	stored procedure
sp_MSadd_merge_agent	sys	stored procedure
sp_MSadd_merge_anonymous_agent	sys	stored procedure
sp_MSadd_merge_history	sys	stored procedure
sp_MSadd_merge_history90	sys	stored procedure
sp_MSadd_merge_subscription	sys	stored procedure
sp_MSadd_mergereplcommand	sys	stored procedure
sp_MSadd_mergesubentry_indistdb	sys	stored procedure
sp_MSadd_publication	sys	stored procedure
sp_MSadd_qreader_agent	sys	stored procedure
sp_MSadd_qreader_history	sys	stored procedure
sp_MSadd_repl_alert	sys	stored procedure
sp_MSadd_repl_command	sys	stored procedure
sp_MSadd_repl_commands27hp	sys	stored procedure
sp_MSadd_repl_error	sys	stored procedure
sp_MSadd_replcmds_mcit	sys	stored procedure
sp_MSadd_replmergealert	sys	stored procedure
sp_MSadd_snapshot_agent	sys	stored procedure
sp_MSadd_snapshot_history	sys	stored procedure
sp_MSadd_subscriber_info	sys	stored procedure
sp_MSadd_subscriber_schedule	sys	stored procedure
sp_MSadd_subscription	sys	stored procedure
sp_MSadd_subscription_3rd	sys	stored procedure
sp_MSadd_tracer_history	sys	stored procedure
sp_MSadd_tracer_token	sys	stored procedure
sp_MSaddanonymousreplica	sys	stored procedure
sp_MSadddynamicsnapshotjobatdistributor	sys	stored procedure
sp_MSaddguidcolumn	sys	stored procedure
sp_MSaddguidindex	sys	stored procedure
sp_MSaddinitialarticle	sys	stored procedure
sp_MSaddinitialpublication	sys	stored procedure
sp_MSaddinitialschemaarticle	sys	stored procedure
sp_MSaddinitialsubscription	sys	stored procedure
sp_MSaddlightweightmergearticle	sys	stored procedure
sp_MSaddmergedynamicsnapshotjob	sys	stored procedure
sp_MSaddmergetriggers	sys	stored procedure
sp_MSaddmergetriggers_from_template	sys	stored procedure
sp_MSaddmergetriggers_internal	sys	stored procedure
sp_MSaddpeerlsn	sys	stored procedure
sp_MSaddsubscriptionarticles	sys	stored procedure
sp_MSadjust_pub_identity	sys	stored procedure
sp_MSagent_retry_stethoscope	sys	stored procedure
sp_MSagent_stethoscope	sys	stored procedure
sp_MSallocate_new_identity_range	sys	stored procedure
sp_MSalreadyhavegeneration	sys	stored procedure
sp_MSanonymous_status	sys	stored procedure
sp_MSarticlecleanup	sys	stored procedure
sp_MSbrowsesnapshotfolder	sys	stored procedure
sp_MScache_agent_parameter	sys	stored procedure
sp_MSchange_article	sys	stored procedure
sp_MSchange_distribution_agent_properties	sys	stored procedure
sp_MSchange_logreader_agent_properties	sys	stored procedure
sp_MSchange_merge_agent_properties	sys	stored procedure
sp_MSchange_mergearticle	sys	stored procedure
sp_MSchange_mergepublication	sys	stored procedure
sp_MSchange_priority	sys	stored procedure
sp_MSchange_publication	sys	stored procedure
sp_MSchange_retention	sys	stored procedure
sp_MSchange_retention_period_unit	sys	stored procedure
sp_MSchange_snapshot_agent_properties	sys	stored procedure
sp_MSchange_subscription_dts_info	sys	stored procedure
sp_MSchangearticleresolver	sys	stored procedure
sp_MSchangedynamicsnapshotjobatdistributor	sys	stored procedure
sp_MSchangedynsnaplocationatdistributor	sys	stored procedure
sp_MSchangeobjectowner	sys	stored procedure
sp_MScheck_agent_instance	sys	stored procedure
sp_MScheck_Jet_Subscriber	sys	stored procedure
sp_MScheck_logicalrecord_metadatamatch	sys	stored procedure
sp_MScheck_merge_subscription_count	sys	stored procedure
sp_MScheck_pub_identity	sys	stored procedure
sp_MScheck_pull_access	sys	stored procedure
sp_MScheck_snapshot_agent	sys	stored procedure
sp_MScheck_subscription	sys	stored procedure
sp_MScheck_subscription_expiry	sys	stored procedure
sp_MScheck_subscription_partition	sys	stored procedure
sp_MScheck_tran_retention	sys	stored procedure
sp_MScheckexistsgeneration	sys	stored procedure
sp_MScheckexistsrecguid	sys	stored procedure
sp_MScheckfailedprevioussync	sys	stored procedure
sp_MScheckidentityrange	sys	stored procedure
sp_MScheckIsPubOfSub	sys	stored procedure
sp_MSchecksharedagentforpublication	sys	stored procedure
sp_MSchecksnapshotstatus	sys	stored procedure
sp_MScleanup_agent_entry	sys	stored procedure
sp_MScleanup_conflict	sys	stored procedure
sp_MScleanup_publication_ADinfo	sys	stored procedure
sp_MScleanup_subscription_distside_entry	sys	stored procedure
sp_MScleanupdynamicsnapshotfolder	sys	stored procedure
sp_MScleanupdynsnapshotvws	sys	stored procedure
sp_MSCleanupForPullReinit	sys	stored procedure
sp_MScleanupmergepublisher_internal	sys	stored procedure
sp_MSclear_dynamic_snapshot_location	sys	stored procedure
sp_MSclearresetpartialsnapshotprogressbit	sys	stored procedure
sp_MScomputelastsentgen	sys	stored procedure
sp_MScomputemergearticlescreationorder	sys	stored procedure
sp_MScomputemergeunresolvedrefs	sys	stored procedure
sp_MSconflicttableexists	sys	stored procedure
sp_MScreate_all_article_repl_views	sys	stored procedure
sp_MScreate_article_repl_views	sys	stored procedure
sp_MScreate_dist_tables	sys	stored procedure
sp_MScreate_logical_record_views	sys	stored procedure
sp_MScreate_sub_tables	sys	stored procedure
sp_MScreate_tempgenhistorytable	sys	stored procedure
sp_MScreatedisabledmltrigger	sys	stored procedure
sp_MScreatedummygeneration	sys	stored procedure
sp_MScreateglobalreplica	sys	stored procedure
sp_MScreatelightweightinsertproc	sys	stored procedure
sp_MScreatelightweightmultipurposeproc	sys	stored procedure
sp_MScreatelightweightprocstriggersconstraints	sys	stored procedure
sp_MScreatelightweightupdateproc	sys	stored procedure
sp_MScreatemergedynamicsnapshot	sys	stored procedure
sp_MScreateretry	sys	stored procedure
sp_MSdbuseraccess	sys	stored procedure
sp_MSdbuserpriv	sys	stored procedure
sp_MSdefer_check	sys	stored procedure
sp_MSdelete_tracer_history	sys	stored procedure
sp_MSdeletefoldercontents	sys	stored procedure
sp_MSdeletemetadataactionrequest	sys	stored procedure
sp_MSdeleteretry	sys	stored procedure
sp_MSdeletetranconflictrow	sys	stored procedure
sp_MSdelgenzero	sys	stored procedure
sp_MSdelrow	sys	stored procedure
sp_MSdelrowsbatch	sys	stored procedure
sp_MSdelrowsbatch_downloadonly	sys	stored procedure
sp_MSdelsubrows	sys	stored procedure
sp_MSdelsubrowsbatch	sys	stored procedure
sp_MSdependencies	sys	stored procedure
sp_MSdetect_nonlogged_shutdown	sys	stored procedure
sp_MSdetectinvalidpeerconfiguration	sys	stored procedure
sp_MSdetectinvalidpeersubscription	sys	stored procedure
sp_MSdist_activate_auto_sub	sys	stored procedure
sp_MSdist_adjust_identity	sys	stored procedure
sp_MSdistpublisher_cleanup	sys	stored procedure
sp_MSdistribution_counters	sys	stored procedure
sp_MSdistributoravailable	sys	stored procedure
sp_MSdodatabasesnapshotinitiation	sys	stored procedure
sp_MSdopartialdatabasesnapshotinitiation	sys	stored procedure
sp_MSdrop_6x_publication	sys	stored procedure
sp_MSdrop_6x_replication_agent	sys	stored procedure
sp_MSdrop_anonymous_entry	sys	stored procedure
sp_MSdrop_article	sys	stored procedure
sp_MSdrop_distribution_agent	sys	stored procedure
sp_MSdrop_distribution_agentid_dbowner_proxy	sys	stored procedure
sp_MSdrop_dynamic_snapshot_agent	sys	stored procedure
sp_MSdrop_logreader_agent	sys	stored procedure
sp_MSdrop_merge_agent	sys	stored procedure
sp_MSdrop_merge_subscription	sys	stored procedure
sp_MSdrop_publication	sys	stored procedure
sp_MSdrop_qreader_history	sys	stored procedure
sp_MSdrop_snapshot_agent	sys	stored procedure
sp_MSdrop_snapshot_dirs	sys	stored procedure
sp_MSdrop_subscriber_info	sys	stored procedure
sp_MSdrop_subscription	sys	stored procedure
sp_MSdrop_subscription_3rd	sys	stored procedure
sp_MSdrop_tempgenhistorytable	sys	stored procedure
sp_MSdroparticleconstraints	sys	stored procedure
sp_MSdroparticletombstones	sys	stored procedure
sp_MSdropconstraints	sys	stored procedure
sp_MSdropdynsnapshotvws	sys	stored procedure
sp_MSdropfkreferencingarticle	sys	stored procedure
sp_MSdropmergearticle	sys	stored procedure
sp_MSdropmergedynamicsnapshotjob	sys	stored procedure
sp_MSdropretry	sys	stored procedure
sp_MSdroptemptable	sys	stored procedure
sp_MSdummyupdate	sys	stored procedure
sp_MSdummyupdate_logicalrecord	sys	stored procedure
sp_MSdummyupdate90	sys	stored procedure
sp_MSdummyupdatelightweight	sys	stored procedure
sp_MSdynamicsnapshotjobexistsatdistributor	sys	stored procedure
sp_MSenable_publication_for_het_sub	sys	stored procedure
sp_MSensure_single_instance	sys	stored procedure
sp_MSenum_distribution	sys	stored procedure
sp_MSenum_distribution_s	sys	stored procedure
sp_MSenum_distribution_sd	sys	stored procedure
sp_MSenum_logicalrecord_changes	sys	stored procedure
sp_MSenum_logreader	sys	stored procedure
sp_MSenum_logreader_s	sys	stored procedure
sp_MSenum_logreader_sd	sys	stored procedure
sp_MSenum_merge	sys	stored procedure
sp_MSenum_merge_agent_properties	sys	stored procedure
sp_MSenum_merge_s	sys	stored procedure
sp_MSenum_merge_sd	sys	stored procedure
sp_MSenum_merge_subscriptions	sys	stored procedure
sp_MSenum_merge_subscriptions_90_publication	sys	stored procedure
sp_MSenum_merge_subscriptions_90_publisher	sys	stored procedure
sp_MSenum_metadataaction_requests	sys	stored procedure
sp_MSenum_qreader	sys	stored procedure
sp_MSenum_qreader_s	sys	stored procedure
sp_MSenum_qreader_sd	sys	stored procedure
sp_MSenum_replication_agents	sys	stored procedure
sp_MSenum_replication_job	sys	stored procedure
sp_MSenum_replqueues	sys	stored procedure
sp_MSenum_replsqlqueues	sys	stored procedure
sp_MSenum_snapshot	sys	stored procedure
sp_MSenum_snapshot_s	sys	stored procedure
sp_MSenum_snapshot_sd	sys	stored procedure
sp_MSenum_subscriptions	sys	stored procedure
sp_MSenumallpublications	sys	stored procedure
sp_MSenumallsubscriptions	sys	stored procedure
sp_MSenumarticleslightweight	sys	stored procedure
sp_MSenumchanges	sys	stored procedure
sp_MSenumchanges_belongtopartition	sys	stored procedure
sp_MSenumchanges_notbelongtopartition	sys	stored procedure
sp_MSenumchangesdirect	sys	stored procedure
sp_MSenumchangeslightweight	sys	stored procedure
sp_MSenumcolumns	sys	stored procedure
sp_MSenumcolumnslightweight	sys	stored procedure
sp_MSenumdeletes_forpartition	sys	stored procedure
sp_MSenumdeleteslightweight	sys	stored procedure
sp_MSenumdeletesmetadata	sys	stored procedure
sp_MSenumdistributionagentproperties	sys	stored procedure
sp_MSenumerate_PAL	sys	stored procedure
sp_MSenumgenerations	sys	stored procedure
sp_MSenumgenerations90	sys	stored procedure
sp_MSenumpartialchanges	sys	stored procedure
sp_MSenumpartialchangesdirect	sys	stored procedure
sp_MSenumpartialdeletes	sys	stored procedure
sp_MSenumpubreferences	sys	stored procedure
sp_MSenumreplicas	sys	stored procedure
sp_MSenumreplicas90	sys	stored procedure
sp_MSenumretries	sys	stored procedure
sp_MSenumschemachange	sys	stored procedure
sp_MSenumsubscriptions	sys	stored procedure
sp_MSenumthirdpartypublicationvendornames	sys	stored procedure
sp_MSestimatemergesnapshotworkload	sys	stored procedure
sp_MSestimatesnapshotworkload	sys	stored procedure
sp_MSevalsubscriberinfo	sys	stored procedure
sp_MSevaluate_change_membership_for_all_articles_in_pubid	sys	stored procedure
sp_MSevaluate_change_membership_for_pubid	sys	stored procedure
sp_MSevaluate_change_membership_for_row	sys	stored procedure
sp_MSexecwithlsnoutput	sys	stored procedure
sp_MSfast_delete_trans	sys	stored procedure
sp_MSfetchAdjustidentityrange	sys	stored procedure
sp_MSfetchidentityrange	sys	stored procedure
sp_MSfillupmissingcols	sys	stored procedure
sp_MSfilterclause	sys	stored procedure
sp_MSfix_6x_tasks	sys	stored procedure
sp_MSfixlineageversions	sys	stored procedure
sp_MSFixSubColumnBitmaps	sys	stored procedure
sp_MSfixupbeforeimagetables	sys	stored procedure
sp_MSflush_access_cache	sys	stored procedure
sp_MSforce_drop_distribution_jobs	sys	stored procedure
sp_MSforcereenumeration	sys	stored procedure
sp_MSforeach_worker	sys	stored procedure
sp_MSforeachdb	sys	stored procedure
sp_MSforeachtable	sys	stored procedure
sp_MSgenerateexpandproc	sys	stored procedure
sp_MSget_agent_names	sys	stored procedure
sp_MSget_attach_state	sys	stored procedure
sp_MSget_DDL_after_regular_snapshot	sys	stored procedure
sp_MSget_dynamic_snapshot_location	sys	stored procedure
sp_MSget_identity_range_info	sys	stored procedure
sp_MSget_jobstate	sys	stored procedure
sp_MSget_last_transaction	sys	stored procedure
sp_MSget_load_hint	sys	stored procedure
sp_MSget_log_shipping_new_sessionid	sys	stored procedure
sp_MSget_logicalrecord_lineage	sys	stored procedure
sp_MSget_max_used_identity	sys	stored procedure
sp_MSget_MSmerge_rowtrack_colinfo	sys	stored procedure
sp_MSget_new_xact_seqno	sys	stored procedure
sp_MSget_oledbinfo	sys	stored procedure
sp_MSget_partitionid_eval_proc	sys	stored procedure
sp_MSget_publication_from_taskname	sys	stored procedure
sp_MSget_publisher_rpc	sys	stored procedure
sp_MSget_repl_cmds_anonymous	sys	stored procedure
sp_MSget_repl_commands	sys	stored procedure
sp_MSget_repl_error	sys	stored procedure
sp_MSget_session_statistics	sys	stored procedure
sp_MSget_shared_agent	sys	stored procedure
sp_MSget_snapshot_history	sys	stored procedure
sp_MSget_subscriber_partition_id	sys	stored procedure
sp_MSget_subscription_dts_info	sys	stored procedure
sp_MSget_subscription_guid	sys	stored procedure
sp_MSget_synctran_commands	sys	stored procedure
sp_MSget_type_wrapper	sys	stored procedure
sp_MSgetagentoffloadinfo	sys	stored procedure
sp_MSgetalertinfo	sys	stored procedure
sp_MSgetalternaterecgens	sys	stored procedure
sp_MSgetarticlereinitvalue	sys	stored procedure
sp_MSgetchangecount	sys	stored procedure
sp_MSgetconflictinsertproc	sys	stored procedure
sp_MSgetconflicttablename	sys	stored procedure
sp_MSGetCurrentPrincipal	sys	stored procedure
sp_MSgetdatametadatabatch	sys	stored procedure
sp_MSgetdbversion	sys	stored procedure
sp_MSgetdynamicsnapshotapplock	sys	stored procedure
sp_MSgetdynsnapvalidationtoken	sys	stored procedure
sp_MSgetisvalidwindowsloginfromdistributor	sys	stored procedure
sp_MSgetlastrecgen	sys	stored procedure
sp_MSgetlastsentgen	sys	stored procedure
sp_MSgetlastsentrecgens	sys	stored procedure
sp_MSgetlastupdatedtime	sys	stored procedure
sp_MSgetlightweightmetadatabatch	sys	stored procedure
sp_MSgetmakegenerationapplock	sys	stored procedure
sp_MSgetmakegenerationapplock_90	sys	stored procedure
sp_MSgetmaxbcpgen	sys	stored procedure
sp_MSgetmaxsnapshottimestamp	sys	stored procedure
sp_MSgetmergeadminapplock	sys	stored procedure
sp_MSgetmetadata_changedlogicalrecordmembers	sys	stored procedure
sp_MSgetmetadatabatch	sys	stored procedure
sp_MSgetmetadatabatch90	sys	stored procedure
sp_MSgetmetadatabatch90new	sys	stored procedure
sp_MSgetonerow	sys	stored procedure
sp_MSgetonerowlightweight	sys	stored procedure
sp_MSgetpeerlsns	sys	stored procedure
sp_MSgetpeertopeercommands	sys	stored procedure
sp_MSgetpubinfo	sys	stored procedure
sp_MSgetreplicainfo	sys	stored procedure
sp_MSgetreplicastate	sys	stored procedure
sp_MSgetrowmetadata	sys	stored procedure
sp_MSgetrowmetadatalightweight	sys	stored procedure
sp_MSGetServerProperties	sys	stored procedure
sp_MSgetsetupbelong_cost	sys	stored procedure
sp_MSgetsubscriberinfo	sys	stored procedure
sp_MSgetsupportabilitysettings	sys	stored procedure
sp_MSgettrancftsrcrow	sys	stored procedure
sp_MSgettranconflictrow	sys	stored procedure
sp_MSgrantconnectreplication	sys	stored procedure
sp_MShaschangeslightweight	sys	stored procedure
sp_MShasdbaccess	sys	stored procedure
sp_MShelp_article	sys	stored procedure
sp_MShelp_distdb	sys	stored procedure
sp_MShelp_distribution_agentid	sys	stored procedure
sp_MShelp_identity_property	sys	stored procedure
sp_MShelp_logreader_agentid	sys	stored procedure
sp_MShelp_merge_agentid	sys	stored procedure
sp_MShelp_profile	sys	stored procedure
sp_MShelp_profilecache	sys	stored procedure
sp_MShelp_publication	sys	stored procedure
sp_MShelp_repl_agent	sys	stored procedure
sp_MShelp_replication_status	sys	stored procedure
sp_MShelp_replication_table	sys	stored procedure
sp_MShelp_snapshot_agent	sys	stored procedure
sp_MShelp_snapshot_agentid	sys	stored procedure
sp_MShelp_subscriber_info	sys	stored procedure
sp_MShelp_subscription	sys	stored procedure
sp_MShelp_subscription_status	sys	stored procedure
sp_MShelpcolumns	sys	stored procedure
sp_MShelpconflictpublications	sys	stored procedure
sp_MShelpcreatebeforetable	sys	stored procedure
sp_MShelpdestowner	sys	stored procedure
sp_MShelpdynamicsnapshotjobatdistributor	sys	stored procedure
sp_MShelpfulltextindex	sys	stored procedure
sp_MShelpfulltextscript	sys	stored procedure
sp_MShelpindex	sys	stored procedure
sp_MShelplogreader_agent	sys	stored procedure
sp_MShelpmergearticles	sys	stored procedure
sp_MShelpmergeconflictcounts	sys	stored procedure
sp_MShelpmergedynamicsnapshotjob	sys	stored procedure
sp_MShelpmergeidentity	sys	stored procedure
sp_MShelpmergeschemaarticles	sys	stored procedure
sp_MShelpobjectpublications	sys	stored procedure
sp_MShelpreplicationtriggers	sys	stored procedure
sp_MShelpsnapshot_agent	sys	stored procedure
sp_MShelpsummarypublication	sys	stored procedure
sp_MShelptracertokenhistory	sys	stored procedure
sp_MShelptracertokens	sys	stored procedure
sp_MShelptranconflictcounts	sys	stored procedure
sp_MShelptype	sys	stored procedure
sp_MShelpvalidationdate	sys	stored procedure
sp_MSIfExistsSubscription	sys	stored procedure
sp_MSindexspace	sys	stored procedure
sp_MSinit_publication_access	sys	stored procedure
sp_MSinit_subscription_agent	sys	stored procedure
sp_MSinitdynamicsubscriber	sys	stored procedure
sp_MSinsert_identity	sys	stored procedure
sp_MSinsertdeleteconflict	sys	stored procedure
sp_MSinserterrorlineage	sys	stored procedure
sp_MSinsertgenerationschemachanges	sys	stored procedure
sp_MSinsertgenhistory	sys	stored procedure
sp_MSinsertlightweightschemachange	sys	stored procedure
sp_MSinsertschemachange	sys	stored procedure
sp_MSinvalidate_snapshot	sys	stored procedure
sp_MSisnonpkukupdateinconflict	sys	stored procedure
sp_MSispeertopeeragent	sys	stored procedure
sp_MSispkupdateinconflict	sys	stored procedure
sp_MSispublicationqueued	sys	stored procedure
sp_MSisreplmergeagent	sys	stored procedure
sp_MSissnapshotitemapplied	sys	stored procedure
sp_MSkilldb	sys	stored procedure
sp_MSlock_auto_sub	sys	stored procedure
sp_MSlock_distribution_agent	sys	stored procedure
sp_MSlocktable	sys	stored procedure
sp_MSloginmappings	sys	stored procedure
sp_MSmakearticleprocs	sys	stored procedure
sp_MSmakebatchinsertproc	sys	stored procedure
sp_MSmakebatchupdateproc	sys	stored procedure
sp_MSmakeconflictinsertproc	sys	stored procedure
sp_MSmakectsview	sys	stored procedure
sp_MSmakedeleteproc	sys	stored procedure
sp_MSmakedynsnapshotvws	sys	stored procedure
sp_MSmakeexpandproc	sys	stored procedure
sp_MSmakegeneration	sys	stored procedure
sp_MSmakeinsertproc	sys	stored procedure
sp_MSmakemetadataselectproc	sys	stored procedure
sp_MSmakeselectproc	sys	stored procedure
sp_MSmakesystableviews	sys	stored procedure
sp_MSmakeupdateproc	sys	stored procedure
sp_MSmap_partitionid_to_generations	sys	stored procedure
sp_MSmarkreinit	sys	stored procedure
sp_MSmatchkey	sys	stored procedure
sp_MSmerge_alterschemaonly	sys	stored procedure
sp_MSmerge_altertrigger	sys	stored procedure
sp_MSmerge_alterview	sys	stored procedure
sp_MSmerge_ddldispatcher	sys	stored procedure
