locale is "es_ES.UTF-8"
locale charset is "UTF-8"
locale is "es_ES.UTF-8"
locale charset is "UTF-8"
1> 2> Name	Owner	Object_type
INV_REINGRESO	dbo	user table
IOD	dbo	user table
IQ_CNT	dbo	user table
IQ_CVM_DDP	dbo	user table
IQ_CobranzaColectivos	dbo	user table
IQ_CostosColectivosDetalle	dbo	user table
IQ_Devengado1	dbo	user table
IQ_Familias	dbo	user table
IQ_PagoColectivos	dbo	user table
IQ_SALDO_EXCEDENTE	dbo	user table
IQ_SALDO_EXCESO	dbo	user table
IQ_SOLTRA	dbo	user table
ISAPREACTECONOM	dbo	user table
ISAPREACTIVI	dbo	user table
ISAPREAFP	dbo	user table
ISAPREAGENCIA	dbo	user table
ISAPREBLMOR	dbo	user table
ISAPREBLSUB	dbo	user table
ISAPRECAEC	dbo	user table
ISAPRECARTAS	dbo	user table
ISAPRECARTERAABIERTA	dbo	user table
ISAPRECATAST	dbo	user table
ISAPRECDT	dbo	user table
ISAPRECIUDAD	dbo	user table
ISAPRECIUREG	dbo	user table
ISAPRECODEMPRE	dbo	user table
ISAPRECODESPE	dbo	user table
ISAPRECODPREV	dbo	user table
ISAPRECODRELAC	dbo	user table
ISAPRECOMUNAS	dbo	user table
ISAPRECOMUNAS_20070711	dbo	user table
ISAPRECOMUNAS_20120404	dbo	user table
ISAPRECONDIESPE	dbo	user table
ISAPRECONVENIO	dbo	user table
ISAPRECORREL	dbo	user table
ISAPREDESACA_20081217	dbo	user table
ISAPREDESACA_20090910	dbo	user table
ISAPREDESACA_ALT2	dbo	user table
ISAPREDESACA_AL_20080630	dbo	user table
ISAPREDESACA_II	dbo	user table
ISAPREDESACA_PASO	dbo	user table
ISAPREDOCPAG	dbo	user table
ISAPREDOCPAGFEC	dbo	user table
ISAPREEMISOR	dbo	user table
ISAPREEMISOREMP	dbo	user table
ISAPREEMPRESA	dbo	user table
ISAPREESTTRN	dbo	user table
ISAPREISAPRE	dbo	user table
ISAPREISAPRE_20121107FF	dbo	user table
ISAPREISAP_09212009175323000	dbo	user table
ISAPREMODCOTZ	dbo	user table
ISAPREMONEDA	dbo	user table
ISAPREMOTIVO	dbo	user table
ISAPRENEGEMP	dbo	user table
ISAPREORIGEN	dbo	user table
ISAPREOTRODOC	dbo	user table
ISAPREPAGTIP	dbo	user table
ISAPREPLANES	dbo	user table
ISAPREPORCENT	dbo	user table
ISAPREPREF	dbo	user table
ISAPREPROCESO	dbo	user table
ISAPREPROVINCIA	dbo	user table
ISAPRERCBCCE	dbo	user table
ISAPREREGION	dbo	user table
ISAPREREPORTE	dbo	user table
ISAPRESEXO	dbo	user table
ISAPRESINO	dbo	user table
ISAPRESISTEMA	dbo	user table
ISAPRESUCURSAL	dbo	user table
ISAPRETABBENEF	dbo	user table
ISAPRETARJETA	dbo	user table
ISAPRETIPNOTIF	dbo	user table
ISAPRETIPOCA	dbo	user table
ISAPRETIPODE	dbo	user table
ISAPRETIPONOTIF	dbo	user table
ISAPRETIPTRAB	dbo	user table
ISAPREUF	dbo	user table
ISAPREZONAS	dbo	user table
ISAPRE_AREA	dbo	user table
ISAPRE_BOLETIN	dbo	user table
IVB_RELIQ	dbo	user table
IVB_RELIQ_2	dbo	user table
IVB_RELIQ_CIRC4	dbo	user table
JEFEACCION	dbo	user table
JEFEJORNADA	dbo	user table
JEFEPERSONA	dbo	user table
JEFEUSERFUERA	dbo	user table
JEFEUSERJOR	dbo	user table
JEFEUSERSUC	dbo	user table
JEFFECHAS	dbo	user table
JEF_AUTESP	dbo	user table
JEF_REVCIERRE	dbo	user table
JEF_TIPAUT	dbo	user table
JEF_TIPAUTRESP15072009	dbo	user table
JMM_CREACION_USERS	dbo	user table
JMM_CRICOM_200909	dbo	user table
JMM_LCC	dbo	user table
JMM_LCC2	dbo	user table
JMM_LME_LIC	dbo	user table
JMM_PASO_LME	dbo	user table
JMM_PASO_PLANES_EN_VENTA	dbo	user table
JMM_RESPALDO_LCC	dbo	user table
JMM_REVISION_PLAN_MANT_EN_C	dbo	user table
JMM_REVISION_PLAN_MANT_FUERA_C	dbo	user table
JMM_REVISION_PLAN_VENTA	dbo	user table
JMM_REVISION_PLAN_VENTA_REG	dbo	user table
JMM_REVISION_PLAN_VENTA_RESP	dbo	user table
JMM_REV_PLAN_MANT_EN_C_REG	dbo	user table
JMM_REV_PLAN_MANT_FUERA_C_REG	dbo	user table
KKLL	dbo	user table
LA_57	dbo	user table
LCC	dbo	user table
LCC2	dbo	user table
LCCANU	dbo	user table
LCCHIS	dbo	user table
LCCLICCAU	dbo	user table
LCCLICDET	dbo	user table
LCCLICISA	dbo	user table
LCCLICPAT	dbo	user table
LCCLICREN	dbo	user table
LCCNOMHIJO	dbo	user table
LCCREC	dbo	user table
LCCRECISA	dbo	user table
LCC_1_B	dbo	user table
LCC_ASO	dbo	user table
LCC_AUX	dbo	user table
LCC_CARTAPPP	dbo	user table
LCC_CARTAPPP_18	dbo	user table
LCC_CHE	dbo	user table
LCC_CHECAD2007_IN	dbo	user table
LCC_CHECAD2007_OUT	dbo	user table
LCC_CHECAD2008_IN	dbo	user table
LCC_CHECAD2008_OUT	dbo	user table
LCC_CHECADAGO_IN	dbo	user table
LCC_CHECADAGO_OUT	dbo	user table
LCC_CHECADDIC_IN	dbo	user table
LCC_CHECADDIC_OUT	dbo	user table
LCC_CHECADJUL_IN	dbo	user table
LCC_CHECADJUL_OUT	dbo	user table
LCC_CHECADJUN_IN	dbo	user table
LCC_CHECADJUN_OUT	dbo	user table
LCC_CHECADMAT	dbo	user table
LCC_CHECADNOV_IN	dbo	user table
LCC_CHECADNOV_OUT	dbo	user table
LCC_CHEQUECAD	dbo	user table
LCC_CHEQUECAD_AUX	dbo	user table
LCC_CHEQUEPAG	dbo	user table
LCC_CHEREVCAM	dbo	user table
LCC_CO02T01	dbo	user table
LCC_CO2003	dbo	user table
LCC_CO2003_SAP	dbo	user table
LCC_DOCUMENTOCARTA	dbo	user table
LCC_DOCUMPORTIPO	dbo	user table
LCC_ERROR	dbo	user table
LCC_ESTADOPPP	dbo	user table
LCC_FEFI	dbo	user table
LCC_FEFIAJU	dbo	user table
LCC_FEFIAJU_AUX	dbo	user table
LCC_FEFIAJU_SAP	dbo	user table
LCC_FEFIDET	dbo	user table
LCC_FEFIDET_AUX	dbo	user table
LCC_FEFIDET_PASO	dbo	user table
LCC_FEFIDET_SAP	dbo	user table
LCC_FEFIIQ	dbo	user table
LCC_FEFI_14012011	dbo	user table
LCC_FEFI_AUX	dbo	user table
LCC_FEFI_SAP	dbo	user table
LCC_FISCALIZACION	dbo	user table
LCC_FISCALIZACION_2	dbo	user table
LCC_HIJO	dbo	user table
LCC_IFRSOCCNOLI	dbo	user table
LCC_IQ	dbo	user table
LCC_JMM_20091229	dbo	user table
LCC_LEY20585	dbo	user table
LCC_LEY20585_20	dbo	user table
LCC_LEY20585_ENVIOS12	dbo	user table
LCC_LEY20585_II	dbo	user table
LCC_LEY20585_PRI	dbo	user table
LCC_LEY20585_REC	dbo	user table
LCC_OBS	dbo	user table
LCC_PAG	dbo	user table
LCC_PASO	dbo	user table
LCC_PASO20585	dbo	user table
LCC_PASOCOMP	dbo	user table
LCC_PPP_DUP	dbo	user table
LCC_PPP_ERROR	dbo	user table
LCC_PSC	dbo	user table
LCC_PSCSANCION	dbo	user table
LCC_PSC_NEW	dbo	user table
LCC_PSC_TRAZA	dbo	user table
LCC_REL	dbo	user table
LCC_RESCOMPIN	dbo	user table
LCC_RESCOMPINDET	dbo	user table
LCC_RESCOMPINDET_QA	dbo	user table
LCC_RESCOMPIN_QA	dbo	user table
LCC_ROBADA	dbo	user table
LCC_RUT	dbo	user table
LCC_RUT_FEB	dbo	user table
LCC_RUT_FEB_AUX	dbo	user table
LCC_SALDO	dbo	user table
LCC_SALDOAJUSTE	dbo	user table
LCC_SALDO_AUX	dbo	user table
LCC_SALDO_LIQ	dbo	user table
LCC_SALDO_SALUD	dbo	user table
LCC_SALDO_SALUD_200704	dbo	user table
LCC_SI02T01	dbo	user table
LCC_SI2003	dbo	user table
LCC_SI2003_12112011	dbo	user table
LCC_SI2003_AUX	dbo	user table
LCC_SICOM	dbo	user table
LCC_SIERRD	dbo	user table
LCC_SIERRD_SAP	dbo	user table
LCC_SIERRE	dbo	user table
LCC_SIERRE_SAP	dbo	user table
LCC_SILIC	dbo	user table
LCC_SISPFEFI	dbo	user table
LCC_SISPFEFIDET	dbo	user table
LCC_SISPLIC	dbo	user table
LCC_SISPLIC_AUX	dbo	user table
LCC_SISPREC	dbo	user table
LCC_SISPREC_25092012	dbo	user table
LCC_SISPREC_AUX	dbo	user table
LCC_TIPCAR	dbo	user table
LCC_TIPOCARTASBS	dbo	user table
LCC_TIPOSCARTAPPP	dbo	user table
LCC_TIPOTRAB	dbo	user table
LDP	dbo	user table
LDP_PASO	dbo	user table
LEG_ABOGADO	dbo	user table
LEG_AUTORIZA	dbo	user table
LEG_CORRELATIVO	dbo	user table
LEG_CORTEAPELACION	dbo	user table
LEG_ESTADO	dbo	user table
LEG_MARCACTO	dbo	user table
LEG_MATERIA	dbo	user table
LEG_REACCION	dbo	user table
LEG_RECURSO	dbo	user table
LEG_RECURSOBORRADO	dbo	user table
LEG_RECURSO_RESP	dbo	user table
LEG_RECURSO_RESP2	dbo	user table
LEG_RECURSO_RESP3	dbo	user table
LEG_RESAPELACION	dbo	user table
LEG_RESRECURSO	dbo	user table
LEG_SISLOG	dbo	user table
LEG_SISRECPRO	dbo	user table
LEG_SISREC_06172009195932000	dbo	user table
LEY20585	dbo	user table
LEY20585_INMUNE	dbo	user table
LEY20585_INMUNE_AUX	dbo	user table
LEY20585_INMUNE_RE	dbo	user table
LEY20585_INMUNE_RECEPCION	dbo	user table
LEY20585_INMUNE_RE_AUX	dbo	user table
LEY20585_MAIL	dbo	user table
LICACCCON	dbo	user table
LICACTLAB	dbo	user table
LICATRARESCOM	dbo	user table
LICBANCO	dbo	user table
LICCALTRAB	dbo	user table
LICCAUMOD	dbo	user table
LICCAUREC	dbo	user table
LICCHEERR	dbo	user table
LICCHEERR_20080610	dbo	user table
LICCHEFIN	dbo	user table
LICCHEFIN_AUX	dbo	user table
LICCHENOM	dbo	user table
LICCHENOM_20111202	dbo	user table
LICCHENOM_20120213	dbo	user table
LICCHETMP	dbo	user table
LICCHETMP_20120213	dbo	user table
LICCHEUTI	dbo	user table
LICCIEDET	dbo	user table
LICCIERRE	dbo	user table
LICCLASIF	dbo	user table
LICCOMPIN	dbo	user table
LICCOMPINCOMUNA	dbo	user table
LICCONTRA	dbo	user table
LICCORCAR	dbo	user table
LICCORLCC	dbo	user table
LICCORREL	dbo	user table
LICCOTIZA	dbo	user table
LICCOTIZA_20111206	dbo	user table
LICCOTIZA_MAT	dbo	user table
LICCOTIZA_MAT_12112011	dbo	user table
LICCOTIZA_MAT_20111206	dbo	user table
LICDESPREV	dbo	user table
LICDESPREVSUB	dbo	user table
LICDEVOL	dbo	user table
LICDRE	dbo	user table
LICEMP	dbo	user table
LICENTPAG	dbo	user table
LICESTCOMDET	dbo	user table
LICESTCOMPIN	dbo	user table
LICESTFIN	dbo	user table
LICESTLEY	dbo	user table
LICESTLIC	dbo	user table
LICESTLIQ	dbo	user table
LICFECPAG	dbo	user table
LICFECPAGINM	dbo	user table
LICFINMAT	dbo	user table
LICFINMAT_09	dbo	user table
LICFINMAT_11	dbo	user table
LICFINMAT_A1	dbo	user table
LICFINMAT_A11	dbo	user table
LICFINMAT_A12	dbo	user table
LICFINMAT_A14	dbo	user table
LICFINMAT_A15	dbo	user table
LICFINMAT_A16	dbo	user table
LICFINMAT_A2	dbo	user table
LICFINMAT_A3	dbo	user table
LICFINMAT_A3D	dbo	user table
LICFINMAT_A4R	dbo	user table
LICFINMAT_A4R_RESP	dbo	user table
LICFINMAT_A5	dbo	user table
LICFINMAT_A5_RESP	dbo	user table
LICFINMAT_C3	dbo	user table
LICFINMAT_C3_ERROR	dbo	user table
LICFINMAT_C3_RESP	dbo	user table
LICFINMAT_C4	dbo	user table
LICFINMAT_C4_RESP	dbo	user table
LICFINMAT_CHE	dbo	user table
LICFINMAT_CHE2003	dbo	user table
LICFINMAT_CHEDET	dbo	user table
LICFINMAT_CHEDET_RESP	dbo	user table
LICFINMAT_CHE_AUX	dbo	user table
LICFINMAT_CHE_PASO	dbo	user table
LICFINMAT_CHE_RESP	dbo	user table
LICFINMAT_LIQ	dbo	user table
LICFINMAT_LIQ_AUX	dbo	user table
LICFINMAT_LIQ_DIC11	dbo	user table
LICFINMAT_LIQ_ENE12	dbo	user table
LICFINMAT_LIQ_FEB12	dbo	user table
LICFINMAT_LIQ_NOV11	dbo	user table
LICFINMAT_PPP	dbo	user table
LICFINMAT_PPP_AUX	dbo	user table
LICGASREC	dbo	user table
LICIMPUEST	dbo	user table
LICINVEST	dbo	user table
LICIPC	dbo	user table
LICISU008	dbo	user table
LICLEYMODO	dbo	user table
LICMOVCHE	dbo	user table
LICMOVCHEDET	dbo	user table
LICNOD	dbo	user table
LICNOE	dbo	user table
LICOBSERV	dbo	user table
LICOCUPAC	dbo	user table
LICPASELC	dbo	user table
LICPREVIRED	dbo	user table
LICPREVIRED_AUX	dbo	user table
LICPREVIRED_AUX_AUX	dbo	user table
LICPREVIRED_HOY	dbo	user table
LICPROCIE	dbo	user table
LICRECON	dbo	user table
LICRECORI	dbo	user table
LICRESPA	dbo	user table
LICRET	dbo	user table
LICRETDET	dbo	user table
LICRETJUD	dbo	user table
LICRETTIT	dbo	user table
LICSBSREC	dbo	user table
LICSBSVAL	dbo	user table
LICSEGINV	dbo	user table
LICSERIE	dbo	user table
LICSINIESTROS	dbo	user table
LICSUEL1A	dbo	user table
LICSUELMIN	dbo	user table
LICTIPANU	dbo	user table
LICTIPFAL	dbo	user table
LICTIPLIC	dbo	user table
LICTIPMEDLIC	dbo	user table
LICTIPPROF	dbo	user table
LICTIPRES	dbo	user table
LICTOPIMP	dbo	user table
LICTOPNET	dbo	user table
LICTPOLEY	dbo	user table
LICUSUAUT	dbo	user table
LICVIGMEDLIC	dbo	user table
LICVINCULO	dbo	user table
LIC_31082010	dbo	user table
LIC_DEUDA	dbo	user table
LIC_DEUDAMUNICIPALIDAD	dbo	user table
LIC_DEUDAMUNICIPALIDAD2006	dbo	user table
LIC_DEUDAMUNICIPALIDAD2008_S1	dbo	user table
LIC_DEUDAMUNICIPALIDAD2009_S2	dbo	user table
LIC_DEUDAMUNICIPALIDAD2011_S1	dbo	user table
LIC_DEUDAMUNICIPALIDAD2011_S2	dbo	user table
LIC_DEUDAMUNICIPALIDAD2012_S1	dbo	user table
LIC_DEUDAMUNICIPALIDAD2012_S2	dbo	user table
LIC_DEUDA_RES	dbo	user table
LIMPIA_DSF	dbo	user table
LINEAS_LEGADO	dbo	user table
LINEAS_SAP	dbo	user table
LIQ	dbo	user table
LIQANU	dbo	user table
LIQ_AFP_SALUD	dbo	user table
LIQ_ANU_SAP	dbo	user table
LIQ_BORRA	dbo	user table
LIQ_CAMBIO_CHEQUE	dbo	user table
LIQ_CHEQUE	dbo	user table
LIQ_CIRCULAR2864	dbo	user table
LIQ_COM	dbo	user table
LIQ_COT	dbo	user table
LIQ_COTIZA	dbo	user table
LIQ_DUP	dbo	user table
LIQ_ERROR	dbo	user table
LIQ_FALTA	dbo	user table
LIQ_FIN	dbo	user table
LIQ_IF	dbo	user table
LIQ_IF_2	dbo	user table
LIQ_IQ	dbo	user table
LIQ_LCC	dbo	user table
LIQ_PASO	dbo	user table
LIQ_PRE	dbo	user table
LIQ_PUBLICAS	dbo	user table
LIQ_PUBLICAS_ESP	dbo	user table
LIQ_SAP	dbo	user table
LIQ_SI_MAT	dbo	user table
LIQ_SI_MOD	dbo	user table
LISCOTIZANTEDEUDA	dbo	user table
LME_ARCHIVOADJ	dbo	user table
LME_AUTENTIA	dbo	user table
LME_CAMBIOESTADO	dbo	user table
LME_CORREL	dbo	user table
LME_ENTPREV	dbo	user table
LME_HABER	dbo	user table
LME_HTTP	dbo	user table
LME_LIC	dbo	user table
LME_LICANT	dbo	user table
LME_LICLIQUIDACION	dbo	user table
LME_LIC_JMM	dbo	user table
LME_LIC_PASO	dbo	user table
LME_LIC_RESPALDO	dbo	user table
LME_LIC_RESPALDO2	dbo	user table
LME_LIQUIDACION	dbo	user table
LME_LOG	dbo	user table
LME_MAIL	dbo	user table
LME_PERIODO	dbo	user table
LME_PRC	dbo	user table
LME_PRCESTADO	dbo	user table
LME_PRCESTADO_JMM_20091229	dbo	user table
LME_PRCESTADO_JMM_20100909	dbo	user table
LME_RESOLUCION	dbo	user table
LME_RESOLUCION_20120706	dbo	user table
LME_RESOLUCION_JMM	dbo	user table
LME_RESOLUCION_RESP	dbo	user table
LME_SCHEDULE	dbo	user table
LME_TIPOLOG	dbo	user table
LNE	dbo	user table
LOG_ISAPREDESACA	dbo	user table
LOG_MONITOR	dbo	user table
LOLO	dbo	user table
LOLODEUDA	dbo	user table
LOLO_AGREGA	dbo	user table
LOLO_CAD2004	dbo	user table
LOLO_PERCAD	dbo	user table
LOLO_PERPARCHE	dbo	user table
LOLO_REVCARTOLA	dbo	user table
LV_RUT_CALDADTRAB_VIG042012	dbo	user table
MAC	dbo	user table
MAESTROCONTRATOS	dbo	user table
MAESTROCONTRATOS_012012	dbo	user table
MAESTROCONTRATOS_012012_New	dbo	user table
MAESTROCONTRATOS_012012_OLD	dbo	user table
MAESTROCONTRATOS_012013	dbo	user table
MAESTROCONTRATOS_022012_New	dbo	user table
MAESTROCONTRATOS_022012_OLD	dbo	user table
MAESTROCONTRATOS_022012_OLD2	dbo	user table
MAESTROCONTRATOS_032012_New	dbo	user table
MAESTROCONTRATOS_032012_OLD2	dbo	user table
MAESTROCONTRATOS_042012	dbo	user table
MAESTROCONTRATOS_042012_OLD2	dbo	user table
MAESTROCONTRATOS_052012	dbo	user table
MAESTROCONTRATOS_062012	dbo	user table
MAESTROCONTRATOS_072012	dbo	user table
MAESTROCONTRATOS_082012	dbo	user table
MAESTROCONTRATOS_092012	dbo	user table
MAESTROCONTRATOS_112011	dbo	user table
MAESTROCONTRATOS_112011_OLD	dbo	user table
MAESTROCONTRATOS_112012	dbo	user table
MAESTROCONTRATOS_122011	dbo	user table
MAESTROCONTRATOS_122011_OLD	dbo	user table
MAESTROCONTRATOS_122012	dbo	user table
MAESTROCONTRATOS_GV	dbo	user table
MAESTROCOTCARGAS	dbo	user table
MAESTROCOTCARGAS_012012	dbo	user table
MAESTROCOTCARGAS_012012_New	dbo	user table
MAESTROCOTCARGAS_012012_OLD	dbo	user table
MAESTROCOTCARGAS_012013	dbo	user table
MAESTROCOTCARGAS_022012_New	dbo	user table
MAESTROCOTCARGAS_022012_OLD	dbo	user table
MAESTROCOTCARGAS_022012_OLD2	dbo	user table
MAESTROCOTCARGAS_032012_New	dbo	user table
MAESTROCOTCARGAS_032012_OLD2	dbo	user table
MAESTROCOTCARGAS_042012	dbo	user table
MAESTROCOTCARGAS_042012_OLD2	dbo	user table
MAESTROCOTCARGAS_052012	dbo	user table
MAESTROCOTCARGAS_062012	dbo	user table
MAESTROCOTCARGAS_072012	dbo	user table
MAESTROCOTCARGAS_082012	dbo	user table
MAESTROCOTCARGAS_092012	dbo	user table
MAESTROCOTCARGAS_112011	dbo	user table
MAESTROCOTCARGAS_112011_OLD	dbo	user table
MAESTROCOTCARGAS_112012	dbo	user table
MAESTROCOTCARGAS_122011	dbo	user table
MAESTROCOTCARGAS_122011_OLD	dbo	user table
MAESTROCOTCARGAS_122012	dbo	user table
MAESTROCOT_05172012154118000	dbo	user table
MAESTROS_CARGAR	dbo	user table
MAESTRO_FALTA	dbo	user table
MAE_DE_PLANES_COMPLEMENTARIOS	dbo	user table
MAL	dbo	user table
MAL2	dbo	user table
MALLUISCO	dbo	user table
MASTER_BEN	dbo	user table
MASTER_CNT	dbo	user table
MASTER_COB	dbo	user table
MASTER_EMP	dbo	user table
MAT_INS	dbo	user table
MCC_RUT	dbo	user table
MED	dbo	user table
MEDICOESPE	dbo	user table
MEDICOMONEDA	dbo	user table
MEDICOMONEDAFAC	dbo	user table
MEDICOMONEDAFAC_2012_02_06	dbo	user table
MEDICOMONEDAFAC_2013_01_28	dbo	user table
MEDICOSECTOR	dbo	user table
MEDICOSINO	dbo	user table
MEDICO_INMUNE	dbo	user table
MEDIMED_PASO	dbo	user table
MEDUC	dbo	user table
MIGUELO	dbo	user table
MIGUELON	dbo	user table
MIII	dbo	user table
MLA_PRUEBAS	dbo	user table
MODCNT	dbo	user table
MODCTP	dbo	user table
MODDTP	dbo	user table
MPE_VAX	dbo	user table
MPLEMP	dbo	user table
MPS_PLANCOMP	dbo	user table
MVP_BIBLIOTECACONCEPTO	dbo	user table
MVP_BIBLIOTECAGLOSAS	dbo	user table
MVP_BIBLIOTECAITEM	dbo	user table
MVP_GRUPOPRESTADOR	dbo	user table
MVP_LOGSENDERMAIL	dbo	user table
MVP_PLANTILLAPLAN	dbo	user table
MVP_PLANTI_07092008145036000	dbo	user table
MVP_PLANTI_12192007151416000	dbo	user table
MVP_PRESTACIONESVALOR112006	dbo	user table
MVP_PRESTACIONVALORIZADA112004	dbo	user table
MVP_PRESTACIONVALORIZADA112005	dbo	user table
MVP_PRESTACIONVALORIZADA_12_1	dbo	user table
MVP_PRESTACIONVALORIZADA_2007	dbo	user table
MVP_PRESTACIONVALORIZADA_2008	dbo	user table
MVP_PRESTACIONVALORIZADA_2009	dbo	user table
MVP_PRESTACIONVALORIZADA_2010	dbo	user table
MVP_PRESTACIONVALORIZADA_2011	dbo	user table
MVP_PRESTACIONVALORIZADA_2012	dbo	user table
MVP_PRESTACIONVALORIZADA_M121	dbo	user table
MVP_PRESTACIONVALORIZADA_MV08	dbo	user table
MVP_PRESTACIONVALORIZADA_MV09	dbo	user table
MVP_PRESTACIONVALORIZADA_MV10	dbo	user table
MVP_PRESTACIONVALORIZADA_MV11	dbo	user table
MVP_PRESTACIONVALORIZADA_MV12	dbo	user table
MVP_RESPONSABLESVENTA	dbo	user table
Monto_Malo	dbo	user table
NC	dbo	user table
NC_08062010	dbo	user table
NDRE	dbo	user table
NEF_CORRELATIVO	dbo	user table
NEF_DETPROCESO	dbo	user table
NEF_ERROR	dbo	user table
NEF_ERRORREND	dbo	user table
NEF_LOTE	dbo	user table
NEF_MOVEMP	dbo	user table
NEF_PDFFUN	dbo	user table
NEF_PROCESO	dbo	user table
NEF_RENDICION	dbo	user table
NEGOCIO	dbo	user table
NEGOCIO_II	dbo	user table
NEMP	dbo	user table
NOCONSIDERAR_RUT	dbo	user table
NOMINA	dbo	user table
NOMINALASIK	dbo	user table
NOMINALASIK_2	dbo	user table
NOMINALASIK_3	dbo	user table
NOMINA_15092010	dbo	user table
NOMINA_ELECTRONICA_OPA13042010	dbo	user table
NOMINA_ELECTRONICA_OPA27042010	dbo	user table
NOMINA_OPAS_30092010	dbo	user table
NOMINA_OPA_29072010	dbo	user table
NOMINA_PLANES_NOADECUADOS_2007	dbo	user table
NOMOPA	dbo	user table
NOM_EMP	dbo	user table
NOM_EMP_EMP	dbo	user table
NOM_EMP_RESP	dbo	user table
NOTARIA	dbo	user table
NOTARIA_DET	dbo	user table
NOTARIA_DETALLE	dbo	user table
NOTARIA_DET_HIS	dbo	user table
NOTARIA_HIS	dbo	user table
NOTAS	dbo	user table
NOTA_C	dbo	user table
NOT_CORREL	dbo	user table
NOT_DOCUM	dbo	user table
NOT_ESTADO	dbo	user table
NOT_PARAMNOTARIA	dbo	user table
NO_MARCELO	dbo	user table
NUEVA_LCC	dbo	user table
OBS	dbo	user table
ONCOMED_DAT	dbo	user table
OPA	dbo	user table
OPAS_DEVUELTAS_SI	dbo	user table
OPAS_II	dbo	user table
OPAS_NOMBRES_PROPPAGO	dbo	user table
OPAS_NOMINAIMED	dbo	user table
OPAS_PAGAS_SI	dbo	user table
OPAS_PROP_PAGO_30092010	dbo	user table
OPAS_RECEPPAG_SI	dbo	user table
OPAS_RECEP_SI	dbo	user table
OPAS_SICONTABNOV	dbo	user table
OPA_CAMBIO_FOLFACMONTOS	dbo	user table
OPA_IQEMISION	dbo	user table
OPA_MALA	dbo	user table
OPA_NOM	dbo	user table
OPA_NOMALT	dbo	user table
OPA_PAGALT	dbo	user table
OPA_TEMP	dbo	user table
OPA_TIPOOPA	dbo	user table
OPER_AUTORIZACIONES	dbo	user table
OPER_FUNES	dbo	user table
OPER_INCENTIVO	dbo	user table
OPER_INCENTIVO_II	dbo	user table
OPER_PRODUCCION	dbo	user table
OPER_PRODU_05152009164352000	dbo	user table
OPER_PRODU_05152009164447000	dbo	user table
OPER_PRODU_05152009165131000	dbo	user table
OPER_PRODU_05152009165501000	dbo	user table
OPER_RESUM	dbo	user table
ORD_1406_COB_ANUAL	dbo	user table
ORD_1406_COB_ANUAL_LENTES	dbo	user table
OTROSINGRESOS_57	dbo	user table
OTROS_ABONOS_NOCON	dbo	user table
OrdenDagDef	dbo	user table
PAC_2	dbo	user table
PAGODEBONOS	dbo	user table
PAGO_EXCESOS_02072010	dbo	user table
PAGO_EXCESOS_15072010	dbo	user table
PAGO_RENTA	dbo	user table
PALANESSINPDF	dbo	user table
PARAMETROS	dbo	user table
PAREO_SALDO	dbo	user table
PASOCOT	dbo	user table
PASO_7A	dbo	user table
PASO_ABONO	dbo	user table
PASO_ABONO_ESTADO	dbo	user table
PASO_COMIS	dbo	user table
PASO_EMP	dbo	user table
PASO_EXCESOS	dbo	user table
PASO_EXED	dbo	user table
PERIODO	dbo	user table
PHARMA_TMP	dbo	user table
PHARMA_TMP_II	dbo	user table
PK_TUPLA_UNICA	dbo	user table
PLANCOTIZ	dbo	user table
PLANES7I	dbo	user table
PLANESANUDIA	dbo	user table
PLANESFACTRAM	dbo	user table
PLANESMONPLA	dbo	user table
PLANESRES	dbo	user table
PLANESSINO	dbo	user table
PLANESTIPARA	dbo	user table
PLANESUC100	dbo	user table
PLANESUC100_20110826	dbo	user table
PLANES_DERIVACION	dbo	user table
PLANES_DERIVACIONFTE	dbo	user table
PLANES_SUPER	dbo	user table
PLANES_SUPER_HOY	dbo	user table
PLANILLAS	dbo	user table
PLANILLA_MASIVO	dbo	user table
PLANI_ENERO	dbo	user table
PLANO	dbo	user table
PLANO_201003	dbo	user table
PLANO_ARREGLOS	dbo	user table
PLANPLAN	dbo	user table
PPAGO	dbo	user table
PPOO	dbo	user table
PPPENTPAG	dbo	user table
PPP_UNIVERSO_FULL	dbo	user table
PQT_RESP	dbo	user table
PRECATEG	dbo	user table
PREFE_RUT	dbo	user table
PREIMPRESOS	dbo	user table
PREPOST	dbo	user table
PREPRE	dbo	user table
PRESTAFF	dbo	user table
PREVENTIVA	dbo	user table
PRE_ADESCONTAR	dbo	user table
PRE_AUTDETALLE	dbo	user table
PRE_AUTERROR	dbo	user table
PRE_AUTERRORPREST	dbo	user table
PRE_AUTORIZADOCDUP	dbo	user table
PRE_BONNOVALIDO	dbo	user table
PRE_BONOMANU	dbo	user table
PRE_CALENDPAGO	dbo	user table
PRE_CAMBIOESTADO	dbo	user table
PRE_CHEQUES	dbo	user table
PRE_CHEQUES_20071231	dbo	user table
PRE_CHEQUES_OPA	dbo	user table
PRE_CHEQUES_OPA_20080304	dbo	user table
PRE_CHEQUES_OPA_20100608	dbo	user table
PRE_CHEQUES_PASO	dbo	user table
PRE_CHEQUES_REE1005	dbo	user table
PRE_CIERRE	dbo	user table
PRE_CIERRELIB	dbo	user table
PRE_COBIMED	dbo	user table
PRE_COBIMED_RESPALDO	dbo	user table
PRE_CORREL	dbo	user table
PRE_COSTECTOT	dbo	user table
PRE_COSTOTEC	dbo	user table
PRE_DATOSCONTAB	dbo	user table
